,,,All features released after March 4th 2024 are not available on legacy plans,,,,,,,,,,,,NEW (ALL PLATFORMS),,,,,,,New Shopify,,,,New SelfServe,,Salla Pricing,,,
,Section,Type,Feature,Notes,Release Date,Benefit,Medium,Medium Sub-Category,Benefit Tier,Use Case,Scalable,Transactional Report Available,Event Data Collected,Needed Now?,Kickstarter,Basic,Growth,Master,Provided on Legacy Plans?,Transition Action,Seed Data Change Needed,Free,Starter,Pro,Guru,Growth,Enterprise,Free (الباقه المجانية),Starter (الباقه البرونزية),Pro (الباقه الفضية),Guru (الباقه الذهبية)
,listing page,,,,,,,,,,,,,,,,,,,,,https://apps.shopify.com/gameball,,,,,,https://apps.salla.sa/ar/app/1407572580,,,
,Notifications - SMS,Page access,Access SMS Page,,,Engagement,Data Presentation,,Basic,,,,,,No,No,No,Yes,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
,Notifications - SMS,Action,Activate/Deactivate SMS,,,Engagement,Channel,SMS,Full,,,,,,No,No,No,Yes,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
,Notifications - SMS,Action,SMS Triggers,,,Engagement,Targeting,,Full,,,,,,NA,NA,NA,Yes,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
,Notifications - SMS,Limitation,Edit SMS Script Text,,,Engagement,Channel,Customization,Full,,,,,,NA,NA,NA,Yes,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
,Notifications - SMS,Limitation,Add Placeholders To Text,,,Engagement,Personalization,,Full,,,,,,NA,NA,NA,Yes,,keep old text,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
15,Analytics,Page access,Member Analytics,,,Visibility,Analytics,,Advanced,"Performance, Optimisation",0,No,No,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
15,Analytics,Page access,Points & Rewards ,,,Visibility,Analytics,,Advanced,"Performance, Optimisation",0,No,No,,No,No,Yes,Yes,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
15,Analytics,Page access,Purchase Behaviour ,,,Visibility,Analytics,,Full,"Performance, Optimisation",0,No,No,,No,No,No,Yes,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
15,Analytics,Page access,Campaign performance,,,Visibility,Analytics,,Full,"Performance, Optimisation",0,No,No,,No,No,No,Yes,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Analytics,,Referral Analysis,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Analytics,,Tiers Performance [Planned],,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Analytics,,Download Report ,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Analytics,,Apply Date Filter,,,,,,,,,,,,,,,,,,,3 months,3 months,unlimited,unlimited,unlimited,unlimited,3 months,3 months,unlimited,unlimited
,Analytics,,Apply Tag Filter,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,No,No,Yes
16,Apps,Page access,Access Apps Page,,,Productivity,Integrations,, Basic,depends on app,,Yes,Partial,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Apps,,Shopify Flow (New),,5/12/2024,,,,,,,,,,,,,,,,,Yes,Yes (Except Send Event Action),Yes (Except Send Event Action),Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Apps,Limitation,Zapier Integration,,,Productivity,Integrations,,Advanced,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,
16,Apps,Limitation,Integration with Apps,,,Productivity,Integrations,,Full,depends on app,1,Yes,Partial,,No,1,2,Unlimited,,deactivate extra,,No,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,No,1 app,3 apps,Unlimited
17,Admin Settings | General,Page access,Access General tab,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | General,Action,Timezone,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | General,Action,Currency,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | General,Action,Dashboard Language,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | General,Page access,Import System Config,,,Productivity,Operations,, Basic,,,,,,,,,,,,,,,,,Yes,Yes,,,,
17,Admin Settings | General,Action,Export,,,Productivity,Operations,, Basic,,,,,,,,,,,,,,,,,Yes,Yes,,,,
17,Admin Settings | General,Action,Import ,,,Productivity,Operations,, Basic,,,,,,,,,,,,,,,,,Yes,Yes,,,,
17,Admin Settings | General,Page access,Reset Data,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | General,Action,Reset All Customers,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | General,Action,Reset Everything,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | Customers,Page access,Edit Program Participantion,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | Customers,Page access,Access Customer tags,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | Customers,Action,Create new tags,,,Engagement,Targeting,,Advanced,,,,,,Yes,Yes,Yes,Yes,,,,Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15),Yes (Limit 15)
17,Admin Settings | Customers,Page access,Access Profile attributes page,,,Productivity,Data Presentation,, Basic,,,,,,No,No,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | Customers,Action,Create new attribute,,,Engagement,Targeting,,Advanced,,,,,,No,No,Yes,Yes,,,,No,No,No,Yes,Yes,Yes,No,No,No,Yes
,Admin Settings | Communication,,Generic Frequency cap ,,10/14/2024,,,,,,,,,,,,,,,,,No,No,No,Yes,No,Yes,No,No,No,Yes
,Admin Settings | Communication,,Custom Frequency cap per channel ,,10/14/2024,,,,,,,,,,,,,,,,,No,No,No,Yes,No,Yes,No,No,No,Yes
,Admin Settings | Communication,,Include/Exclude Transactional Messages,,10/14/2024,,,,,,,,,,,,,,,,,No,No,No,Yes,No,Yes,No,No,No,Yes
17,Admin Settings | Integration,Action,Account Integration,,,Productivity,Operations,, Basic,,,,,,No,No,Yes,Yes,,,,No,No,No,Yes,Yes,Yes,No,No,No,Yes
17,Admin Settings | Integration,Action,Mobile App Integration ,,,Productivity,Integrations,,Full,,,,,,No,No,No,Yes,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Admin Settings | Integration,Action,POS integration (Non-Shopify),,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
17,Admin Settings | Integration,Page access,SMS Config,,,Productivity,Data Presentation,, Basic,,,,,,No,No,No,Yes,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Addon X with CTA (Contact Sales),Popup (Contact Support),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
,Admin Settings | Integration,,Products page,,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Admin Settings | Integration,,Coupon Configuration,,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Admin Settings | Integration,Page access,Access Events Page,,,Productivity,Data Presentation,, Basic,,,,,,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Admin Settings | Integration,Action,Create new events,,,Engagement,Targeting,,Advanced,,,,,,No,No,Yes,Yes,,,,No,No,No,Yes,Yes,Yes,No,No,No,Yes
17,Admin Settings | Integration,Action,Activate Shopify POS,,,Engagement,Omnichannel,,Advanced,,,,,,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Hidden (NA),Hidden (NA),No,Yes,Yes,Yes
17,Admin Settings | Integration,Limitation,POS Locations,,,Engagement,Omnichannel,,Full,,,,,,NA,1,2,Unlimited,,,,,,,,,,,,,
17,Admin Settings | Integration,Action,Edit WordPress Configurations,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Admin Settings | Domain,Page access,Domains,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Popup (Contact Sales),Yes,No,No,Yes,Yes
20,Admin Settings | Domain,Page access,Merchant,,,Engagement,Multi-brand and Omnichannel,,Full,,,,,,No,No,No,No,,,,Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales),Hidden (Sales)
17,Admin Settings | Users,Page access,Access Accounts/users page,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
17,Admin Settings | Users,Action,Create new user/seats (Recently Updated),,,Productivity,Operations,,Advanced,,,,,,No,No,Yes,Yes,,,,Limited (2 users),Limited (2 users),Limited (5 users),Limited (10 users),"Limited (5 users) 
Popup (Contact Sales)","Limited (10 users) 
Popup (Contact Sales)",Yes,Yes,Yes,Yes
,Admin Settings | Users,Limitation,User roles,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
,Settings | Workspaces,Limitation,Create workspace (Recently Updated),,,,,,,,,,,,,,,,,,,No,No,No,Hidden (Sales),Hidden (Sales),"Addon 
To open contact Tech",No,No,No,Hidden (Sales)
18,Settings | Account,Page access,Change Password,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
18,Settings | Account,Action,Save,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
18,Settings | Account,Page access,Communication Preference,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
18,Settings | Account,Action,Unsubscribe,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
18,Settings | Account,Action,Change frequency,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
18,Settings | Billing,Page access,Access Billing,,,Productivity,Data Presentation,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
18,Settings | Billing,Action,Change Plan,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Hidden (Sales),Yes,Yes,Yes,Yes
,Settings | Billing,Action,Change MCC Quota,,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Hidden (Sales),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
18,Settings | Billing,Action,Add New Card,,,Productivity,Operations,, Basic,,,,,,Non-Shopify Only,Non-Shopify Only,Non-Shopify Only,Non-Shopify Only,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,Settings | Billing,Page access,See plan price,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Hidden (Sales),Yes,Yes,Yes,Yes
,Settings | Billing,Page access,See Estimated monthly cost,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Hidden (Sales),Yes,Yes,Yes,Yes
,Settings | Billing,Page access,See Invoices,,,,,,,,,,,,,,,,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Hidden (Sales),Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
18,Settings | Billing,Action,Cancel,,,Productivity,Operations,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA),Yes,Yes,Hidden (NA),Hidden (NA),Hidden (NA),Hidden (NA)
,API Access,Action,Customer API,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,No,No,Manual Addon (199$/mo),Yes,Yes,Yes,No,No,Manual Addon (SAR 749/mo),Yes
,API Access,Action,Event API,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Transaction API,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Order API,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Action API,,,Engagement,Customization,, Basic,,,,,,Yes,Yes,Yes,Yes,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Referral Data API,,,,,,,,,,,,,,,,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Notifications API,,,Engagement,Customization,,Full,,,,,,No,No,No,Yes,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Configurations API,,,Engagement,Customization,,Full,,,,,,No,No,No,Yes,,,,No,No,,Yes,Yes,Yes,No,No,,Yes
,API Access,Action,Leaderboard API,,,Engagement,Customization,,Full,,,,,,No,No,No,Yes,,,,No,No,,Yes,Addon L1,Popup (Contact Support),No,No,,Yes
,API Access,Action,OTP API,,,,,,,,,,,,,,,,,,,No,No,,Yes,No,Yes,No,No,,Yes
,API Access,Action,Batches API,,,Engagement,Customization,,Full,,,,,,No,No,No,Yes,,,,No,No,,Yes,No,Yes,No,No,,Yes
,Customer Support,,Email Support,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,
,Customer Support,,Chat Support,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,
,Customer Support,,24/7 Priority Chat Support,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,
,Customer Support,,Dedicated Account Manager,,,,,,,,,,,,,,,,,,,,,,,"Yes, starting from 15k MAC",Yes,,,,
,Customer Support,,Slack support channel,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,
,Customer Support,,Quarterly business reviews,,,,,,,,,,,,,,,,,,,,,,,"Yes, starting from 15k MAC",Yes,,,,
